("E形推拔" "1.492906")
("莫氏推拔 0 號" "1.490809")
("莫氏推拔 1 號" "1.42874")
("莫氏推拔 2 號" "1.430666")
("莫氏推拔 3 號" "1.437701")
("莫氏推拔 4 號" "1.4875585")
("莫氏推拔 5 號" "1.507277")
("莫氏推拔 6 號" "1.493295")
("賈克布推拔 1 號" "2.207348")
("賈克布推拔 2 號" "2.335021")
("賈克布推拔 3 號" "1.5251675")
("賈克布推拔 6 號" "1.4867865")
